Tiempo,Carga,Extensión de tracción
s,N,mm
98.358,229.02103,80.49976
98.45801,229.05417,80.58306
98.55801,229.018,80.66637
98.65801,229.05394,80.74966
98.758,229.03858,80.83286
98.858,229.02736,80.91646
98.95801,228.99432,80.99966
99.05801,228.99987,81.08305
99.15801,228.95381,81.16626
99.258,229.0087,81.24946
99.358,229.06603,81.33306
99.45801,229.09934,81.41636
99.55801,229.10768,81.49966
99.65801,229.08537,81.58296
99.758,229.1226,81.66646
99.858,229.07492,81.74976
99.95801,229.0968,81.83295
100.05801,229.08868,81.91636
100.15801,229.11722,81.99966
100.258,229.15155,82.08286
100.358,229.16619,82.16626
100.45801,229.2061,82.24966
100.55801,229.1484,82.33286
100.65801,229.13156,82.41606
100.758,229.14002,82.49966
100.858,229.07289,82.58296
100.95801,229.05055,82.66636
101.05801,229.10466,82.74966
101.15801,229.11618,82.83305
101.258,229.05909,82.91626
101.358,229.10358,82.99966
101.45801,229.10906,83.08305
101.55801,229.09937,83.16626
101.65801,229.08589,83.24966
101.758,229.07434,83.33305
101.858,229.02401,83.41626
101.95801,229.07849,83.49956
102.05801,229.03128,83.58295
102.15801,229.03705,83.66626
102.258,229.08397,83.74966
102.358,229.06786,83.83316
102.45801,229.02867,83.91647
102.55801,228.95858,83.99966
102.65801,228.98687,84.08306
102.758,228.994,84.16625
102.858,228.96793,84.24966
102.95801,228.90341,84.33286
103.05801,228.92583,84.41646
103.15801,228.9311,84.49966
103.258,228.91216,84.58305
103.358,228.9026,84.66626
103.45801,228.87314,84.74966
103.55801,228.84522,84.83286
103.65801,228.88321,84.91647
103.758,228.85298,84.99966
103.858,228.78895,85.08305
103.95801,228.75864,85.16636
104.05801,228.75754,85.24966
104.15801,228.79899,85.33296
104.258,228.7636,85.41627
104.358,228.72571,85.49976
104.45801,228.73588,85.58286
104.55801,228.68853,85.66626
104.65801,228.62384,85.74986
104.758,228.56018,85.83295
104.858,228.5509,85.91626
104.95801,228.50014,85.99986
105.05801,228.409,86.08296
105.15801,228.37067,86.16625
105.258,228.38874,86.24976
105.358,228.3483,86.33305
105.45801,228.29171,86.41625
105.55801,228.24911,86.49946
105.65801,228.30235,86.58306
105.758,228.31831,86.66627
105.858,228.37842,86.74966
105.95801,228.4408,86.83305
106.05801,228.52473,86.91637
106.15801,228.54595,86.99957
106.258,228.65983,87.08326
106.358,228.68566,87.16626
106.45801,228.74497,87.24966
106.55801,228.79338,87.33306
106.65801,228.83432,87.41635
106.758,228.85591,87.49966
106.858,228.87548,87.58307
106.95801,228.95489,87.66625
107.05801,228.97799,87.74976
107.15801,229.01051,87.83306
107.258,229.02297,87.91626
107.358,229.00047,87.99966
107.45801,228.98663,88.08286
107.55801,228.91693,88.16646
107.65801,228.87159,88.24966
107.758,228.81115,88.33295
107.858,228.74946,88.41636
107.95801,228.71273,88.49966
108.05801,228.57634,88.58286
108.15801,228.50214,88.66625
108.258,228.38155,88.74957
108.358,228.33295,88.83306
108.45801,228.24181,88.91626
108.55801,228.20445,88.99965
108.65801,228.16939,89.08305
108.758,228.16574,89.16626
108.858,228.1585,89.24966
108.95801,228.1497,89.33315
109.05801,228.10286,89.41627
109.15801,228.11212,89.49976
109.258,228.18033,89.58296
109.358,228.17275,89.66636
109.45801,228.17211,89.74966
109.55801,228.11731,89.83306
109.65801,228.16721,89.91636
109.758,228.12156,89.99966
109.858,228.08867,90.08306
109.95801,228.07579,90.16626
110.05801,228.07397,90.24966
110.15801,228.07727,90.33315
110.258,228.0503,90.41646
110.358,227.95316,90.49966
110.45801,227.91794,90.58305
110.55801,227.81368,90.66627
110.65801,227.83479,90.74966
110.758,227.79355,90.83295
110.858,227.79798,90.91645
110.95801,227.79264,90.99966
111.05801,227.7795,91.08306
111.15801,227.77904,91.16636
111.258,227.78545,91.24966
111.358,227.79964,91.33296
111.45801,227.78759,91.41626
111.55801,227.80539,91.49966
111.65801,227.76354,91.58305
111.758,227.75499,91.66626
111.858,227.80797,91.74976
111.95801,227.79789,91.83315
112.05801,227.78505,91.91626
112.15801,227.81078,91.99966
112.258,227.8237,92.08305
112.358,227.77271,92.16626
112.45801,227.77826,92.24966
112.55801,227.76052,92.33306
112.65801,227.78407,92.41625
112.758,227.83222,92.49965
112.858,227.80893,92.58295
112.95801,227.80465,92.66615
113.05801,227.81819,92.74955
113.15801,227.80471,92.83306
113.258,227.77654,92.91635
113.358,227.70869,92.99966
113.45801,227.70943,93.08305
113.55801,227.68781,93.16636
113.65801,227.71405,93.24966
113.758,227.67572,93.33295
113.858,227.67494,93.41636
113.95801,227.65933,93.49976
114.05801,227.66139,93.58286
114.15801,227.57059,93.66635
114.258,227.60455,93.74966
114.358,227.58659,93.83295
114.45801,227.58257,93.91625
114.55801,227.51171,93.99975
114.65801,227.46868,94.08296
114.758,227.47058,94.16626
114.858,227.46008,94.24975
114.95801,227.37617,94.33305
115.05801,227.35257,94.41615
115.15801,227.29108,94.49966
115.258,227.20085,94.58285
115.358,227.18918,94.66627
115.45801,227.17513,94.74965
115.55801,227.11055,94.83295
115.65801,227.0942,94.91624
115.758,227.06868,94.99966
115.858,227.04361,95.08286
115.95801,226.9759,95.16625
116.05801,226.90106,95.24976
116.15801,226.86232,95.33315
116.258,226.79361,95.41634
116.35801,226.74633,95.49965
116.45801,226.65752,95.58305
116.55801,226.61759,95.66625
116.65801,226.59492,95.74966
116.758,226.55156,95.83305
116.85801,226.46774,95.91627
116.95801,226.45263,95.99955
117.05801,226.38056,96.08285
117.15801,226.32735,96.16624
117.258,226.27359,96.24957
117.35801,226.24703,96.33307
117.45801,226.18651,96.41645
117.55801,226.06984,96.49964
117.65801,226.04393,96.58296
117.758,225.99135,96.66625
117.85801,225.95363,96.74965
117.95801,225.89944,96.83305
118.05801,225.81324,96.91624
118.15801,225.78796,96.99965
118.258,225.75814,97.08295
118.35801,225.76967,97.16626
118.45801,225.74183,97.24966
118.55801,225.70075,97.33285
118.65801,225.68807,97.41644
118.758,225.6746,97.49945
118.85801,225.62249,97.58295
118.95801,225.52144,97.66625
119.05801,225.52798,97.74966
119.15801,225.51058,97.83306
119.258,225.46623,97.91635
119.35801,225.40847,97.99975
119.45801,225.36201,98.08295
119.55801,225.36572,98.16627
119.65801,225.31755,98.24976
119.758,225.33745,98.33305
119.85801,225.21237,98.41626
119.95801,225.19456,98.49986
120.05801,225.15409,98.58295
120.15801,225.10545,98.66625
120.258,225.06768,98.74966
120.35801,225.03171,98.83307
120.45801,224.99865,98.91635
120.55801,224.96102,98.99966
120.65801,224.97494,99.08306
120.758,224.86197,99.16625
120.85801,224.81548,99.24965
120.95801,224.79214,99.33305
121.05801,224.77653,99.41636
121.15801,224.75921,99.49975
121.258,224.72251,99.58305
121.35801,224.73164,99.66635
121.45801,224.65261,99.74966
121.55801,224.63759,99.83295
121.65801,224.6533,99.91625
121.758,224.63232,99.99966
121.85801,224.61424,100.08305
121.95801,224.5977,100.16624
122.05801,224.59617,100.24966
122.15801,224.60563,100.33286
122.258,224.66052,100.41635
122.35801,224.73712,100.49966
122.45801,224.74121,100.58296
122.55801,224.8084,100.66627
122.65801,224.89697,100.74985
122.758,224.91122,100.83305
122.85801,224.90958,100.91626
122.95801,224.9171,100.99966
123.05801,224.95046,101.08305
123.15801,224.96223,101.16626
123.258,224.97531,101.24966
123.35801,225.01087,101.33306
123.45801,225.03793,101.41626
123.55801,225.04942,101.49945
123.65801,225.04745,101.58295
123.758,224.98704,101.66625
123.85801,225.0055,101.74964
123.95801,225.01698,101.83306
124.05801,224.9925,101.91625
124.15801,224.94193,101.99975
124.258,224.91943,102.08295
124.35801,224.88592,102.16636
124.45801,224.83649,102.24966
124.55801,224.77783,102.33295
124.65801,224.71093,102.41625
124.758,224.69735,102.49954
124.85801,224.65285,102.58285
124.95801,224.53949,102.66624
125.05801,224.51719,102.74966
125.15801,224.52325,102.83296
125.258,224.49242,102.91624
125.35801,224.42695,102.99966
125.45801,224.40862,103.08296
125.55801,224.42754,103.16647
125.65801,224.37004,103.25005
125.758,224.27477,103.33305
125.85801,224.28466,103.41627
125.95801,224.28181,103.49976
126.05801,224.2039,103.58305
126.15801,224.13434,103.66626
126.258,224.14675,103.74966
126.35801,224.04548,103.83295
126.45801,224.04701,103.91627
126.55801,223.99662,103.99965
126.65801,223.97982,104.08306
126.758,223.92351,104.16624
126.85801,223.88432,104.24965
126.95801,223.83582,104.33307
127.05801,223.75109,104.41625
127.15801,223.74691,104.49965
127.258,223.71341,104.58295
127.35801,223.6829,104.66625
127.45801,223.64607,104.74966
127.55801,223.59531,104.83305
127.65801,223.57779,104.91636
127.758,223.54469,104.99966
127.85801,223.51515,105.08305
127.95801,223.51265,105.16635
128.058,223.48171,105.24955
128.15801,223.60489,105.33305
128.25801,223.61478,105.41636
128.358,223.69377,105.49955
128.45801,223.74742,105.58286
128.558,223.8223,105.66626
128.65801,223.95456,105.74964
128.75801,224.03838,105.83296
128.858,224.11913,105.91647
128.95801,224.22956,105.99976
129.058,224.35337,106.08286
129.15801,224.49635,106.16646
129.25801,224.6494,106.24986
129.358,224.73061,106.33295
129.45801,224.84321,106.41635
129.558,225.05121,106.49966
129.65801,225.1097,106.58295
129.75801,225.27065,106.66637
129.858,225.41381,106.74965
129.95801,225.46234,106.83286
130.058,225.56776,106.91625
130.15801,225.69068,106.99966
130.25801,225.76282,107.08306
130.358,225.85573,107.16616
130.45801,225.99224,107.24966
130.558,226.0129,107.33317
130.65801,226.04251,107.41636
130.75801,226.14079,107.49966
130.858,226.1233,107.58305
130.95801,226.178,107.66635
131.058,226.24604,107.74966
131.158,226.28648,107.83296
131.25802,226.26422,107.91625
131.358,226.25156,107.99966
131.458,226.25647,108.08305
131.558,226.22257,108.16635
131.658,226.24357,108.24966
131.75802,226.26355,108.33305
131.858,226.28179,108.41626
131.958,226.28115,108.49965
132.058,226.29337,108.58295
132.158,226.35251,108.66646
132.25802,226.35039,108.74965
132.358,226.35203,108.83305
132.458,226.33629,108.91626
132.55802,226.34443,108.99976
132.658,226.3467,109.08306
132.75802,226.3722,109.16625
132.858,226.39064,109.24965
132.958,226.40647,109.33286
133.05802,226.44665,109.41637
133.158,226.43035,109.49965
133.25802,226.45403,109.58295
133.358,226.43555,109.66625
133.458,226.48675,109.74986
133.55802,226.43616,109.83305
133.658,226.40778,109.91636
133.75802,226.42763,109.99975
133.858,226.42983,110.08296
133.958,226.42884,110.16624
134.05802,226.41661,110.24955
134.158,226.42246,110.33296
134.25802,226.39157,110.41615
134.358,226.36274,110.49966
134.458,226.36758,110.58305
134.55802,226.30662,110.66626
134.658,226.26907,110.74965
134.75802,226.29106,110.83305
134.858,226.25096,110.91646
134.958,226.22041,110.99964
135.05802,226.21926,111.08295
135.158,226.22969,111.16627
135.25802,226.14319,111.24976
135.358,226.12311,111.33295
135.458,226.12084,111.41626
135.55802,226.11808,111.49965
135.658,226.05902,111.58306
135.75802,226.06732,111.66636
135.858,225.97132,111.74956
135.958,225.97685,111.83286
136.05802,225.98648,111.91656
136.158,225.98827,111.99955
136.25802,225.92917,112.08305
136.358,225.88542,112.16624
136.458,225.90522,112.24976
136.55802,225.85861,112.33305
136.658,225.86966,112.41625
136.75802,225.80424,112.49966
136.858,225.7983,112.58285
136.958,225.8257,112.66615
137.05802,225.75552,112.74966
137.158,225.76101,112.83297
137.25802,225.67423,112.91625
137.358,225.67799,112.99975
137.458,225.66224,113.08305
137.55802,225.596,113.16615
137.658,225.64206,113.24965
137.75802,225.62023,113.33296
137.858,225.63042,113.41635
137.958,225.64236,113.49957
138.05802,225.59237,113.58307
138.158,225.58495,113.66626
138.25802,225.51131,113.74965
138.358,225.50784,113.83295
138.458,225.50648,113.91634
138.55802,225.46355,113.99965
138.658,225.44395,114.08305
138.75802,225.43134,114.16625
138.858,225.37723,114.24957
138.958,225.42285,114.33306
139.05802,225.43631,114.41645
139.158,225.34085,114.49946
139.25802,225.31165,114.58286
139.358,225.36449,114.66624
139.458,225.32348,114.74966
139.55802,225.34311,114.83305
139.658,225.33445,114.91636
139.75802,225.32715,114.99956
139.858,225.2844,115.08285
139.958,225.28399,115.16647
140.05802,225.27833,115.24975
140.158,225.17592,115.33296
140.25802,225.1642,115.41624
140.358,225.13989,115.49966
140.458,225.11289,115.58297
140.55802,225.04624,115.66626
140.658,225.05803,115.74966
140.75802,225.02756,115.83327
140.858,224.94342,115.91625
140.958,224.75587,115.99965
141.05802,224.70634,116.08307
141.158,224.59773,116.16626
141.25802,224.4688,116.24976
141.358,224.34926,116.33306
141.458,224.32581,116.41625
141.55802,224.17784,116.49976
141.658,224.07139,116.58295
141.75802,223.92478,116.66636
141.858,223.82315,116.74965
141.958,223.78877,116.83305
142.05802,223.70122,116.91636
142.158,223.59898,116.99954
142.25802,223.58868,117.08305
142.358,223.55,117.16625
142.458,223.52617,117.24955
142.55802,223.56898,117.33305
142.658,223.56998,117.41624
142.75802,223.55827,117.49966
142.858,223.51341,117.58305
142.958,223.52198,117.66635
143.05802,223.49583,117.74976
143.158,223.50259,117.83296
143.25802,223.5176,117.91634
143.358,223.51028,117.99965
143.458,223.54541,118.08284
143.55802,223.56484,118.16626
143.658,223.59442,118.24976
143.75802,223.60461,118.33296
143.858,223.60185,118.41627
143.958,223.56199,118.49956
144.05802,223.59122,118.58295
144.158,223.61565,118.66626
144.25802,223.65758,118.74965
144.358,223.65857,118.83295
144.458,223.69428,118.91635
144.55802,223.72592,118.99976
144.658,223.7392,119.08286
144.75802,223.74766,119.16625
144.858,223.76401,119.24965
144.958,223.78454,119.33305
145.05802,223.75677,119.41636
145.158,223.76485,119.49966
145.25802,223.78396,119.58305
145.358,223.73585,119.66625
145.458,223.75055,119.74954
145.55802,223.76722,119.83305
145.658,223.76072,119.91624
145.75802,223.67405,119.99966
145.858,223.68422,120.08305
145.958,223.67408,120.16635
146.05802,223.67157,120.24966
146.158,223.64525,120.33296
146.25802,223.62562,120.41647
146.358,223.57961,120.49955
146.458,223.58125,120.58296
146.55802,223.55519,120.66627
146.658,223.49378,120.74955
146.75802,223.47834,120.83285
146.858,223.49901,120.91635
146.958,223.45304,120.99966
147.05802,223.41289,121.08306
147.158,223.45819,121.16636
147.25802,223.45005,121.24965
147.358,223.44017,121.33307
147.458,223.48043,121.41625
147.55802,223.52906,121.49976
147.658,223.49231,121.58287
147.75802,223.46986,121.66615
147.858,223.55156,121.74975
147.958,223.50864,121.83306
148.05802,223.4713,121.91626
148.158,223.48512,121.99975
148.25802,223.49251,122.08295
148.358,223.47594,122.16625
148.458,223.49719,122.24966
148.55802,223.54921,122.33316
148.658,223.49833,122.41644
148.75802,223.59693,122.49966
148.858,223.59485,122.58296
148.958,223.60833,122.66624
149.05802,223.62292,122.74966
149.158,223.66554,122.83306
149.25802,223.72177,122.91626
149.358,223.6969,122.99946
149.458,223.79672,123.08305
149.55802,223.75725,123.16627
149.658,223.74997,123.24965
149.75802,223.73475,123.33305
149.858,223.74706,123.41635
149.958,223.71346,123.49966
150.05802,223.67971,123.58306
150.158,223.67537,123.66625
150.25802,223.7002,123.74965
150.358,223.71357,123.83305
150.458,223.63521,123.91634
150.55802,223.64136,123.99964
150.658,223.60865,124.08305
150.75802,223.61124,124.16644
150.858,223.56007,124.24975
150.958,223.50695,124.33295
151.05802,223.49559,124.41634
151.158,223.48121,124.49966
151.25802,223.4517,124.58294
151.358,223.47262,124.66624
151.458,223.47266,124.74944
151.55802,223.44274,124.83305
151.658,223.46139,124.91624
151.75802,223.45902,124.99975
151.858,223.45314,125.08304
151.958,223.43645,125.16624
152.05802,223.44429,125.24955
152.158,223.48698,125.33305
152.25802,223.44837,125.41634
152.358,223.5337,125.49966
152.458,223.53033,125.58296
152.55802,223.56017,125.66646
152.658,223.56628,125.74965
152.75802,223.59047,125.83284
152.858,223.62936,125.91626
152.958,223.68504,125.99976
153.05802,223.67246,126.08295
153.158,223.7395,126.16625
153.25802,223.78091,126.24964
153.358,223.80015,126.33315
153.458,223.83379,126.41625
153.55802,223.80825,126.49945
153.658,223.85458,126.58305
153.75802,223.905,126.66644
153.858,223.88248,126.74966
153.958,223.89147,126.83295
154.05802,223.92806,126.91637
154.158,223.9416,126.99966
154.25802,223.95469,127.08285
154.358,223.99619,127.16624
154.458,223.95806,127.24954
154.55802,223.94327,127.33305
154.658,223.96402,127.41635
154.75802,223.99992,127.49974
154.858,223.99861,127.58285
154.958,224.01907,127.66634
155.05802,224.07284,127.74974
155.158,224.10903,127.83305
155.25802,224.16249,127.91626
155.358,224.14118,127.99965
155.458,224.18067,128.08305
155.55802,224.13926,128.16624
155.658,224.24834,128.24945
155.75802,224.26609,128.33305
155.858,224.26205,128.41635
155.958,224.30509,128.49963
156.05802,224.30884,128.58305
156.158,224.32357,128.66624
156.25802,224.3406,128.74944
156.358,224.3617,128.83305
156.458,224.3516,128.91634
156.55802,224.32754,128.99965
156.658,224.33335,129.08305
156.75802,224.39446,129.16635
156.858,224.38325,129.24965
156.958,224.36187,129.33286
157.05802,224.40752,129.41637
157.158,224.41994,129.49965
157.25802,224.40616,129.58293
157.358,224.44807,129.66624
157.458,224.45804,129.74954
157.55802,224.46463,129.83295
157.658,224.53735,129.91644
157.75802,224.56612,129.99974
157.858,224.5627,130.08296
157.958,224.58646,130.16634
158.05802,224.65033,130.24985
158.158,224.61219,130.33305
158.25802,224.6047,130.41626
158.358,224.58855,130.49965
158.458,224.58667,130.58296
158.55802,224.5608,130.66635
158.658,224.59136,130.74965
158.75802,224.54711,130.83284
158.858,224.5844,130.91626
158.958,224.60174,130.99985
159.05802,224.56944,131.08295
159.158,224.57302,131.16626
159.25802,224.58801,131.24976
159.358,224.61606,131.33325
159.458,224.54679,131.41624
159.55802,224.52952,131.49965
159.658,224.47461,131.58295
159.75802,224.51026,131.66624
159.858,224.47187,131.74965
159.958,224.45787,131.83316
160.05802,224.40972,131.91623
160.158,224.37051,131.99954
160.25802,224.36446,132.08316
160.358,224.30165,132.16644
160.458,224.23154,132.24954
160.55802,224.20472,132.33304
160.658,224.23642,132.41635
160.75802,224.17938,132.49966
160.858,224.20697,132.58296
160.958,224.1873,132.66644
161.05802,224.20103,132.74965
161.158,224.15824,132.83296
161.25802,224.16456,132.91634
161.358,224.1298,132.99976
161.458,224.16318,133.08295
161.55802,224.1572,133.16624
161.658,224.09676,133.24963
161.75802,224.13051,133.33305
161.858,224.14329,133.41634
161.958,224.17411,133.49963
162.05802,224.13533,133.58286
162.158,224.11127,133.66626
162.25802,224.10603,133.74965
162.358,224.05721,133.83307
162.458,224.02512,133.91624
162.55802,223.9958,133.99985
162.658,224.0088,134.08305
162.75802,223.97317,134.16635
162.858,223.96822,134.24974
162.958,223.95039,134.33295
163.05802,223.89131,134.41623
163.158,223.92521,134.49974
163.25802,223.90438,134.58304
163.358,223.88201,134.66624
163.458,223.86799,134.74966
163.55802,223.88132,134.83296
163.658,223.91118,134.91635
163.75802,223.91872,134.99954
163.858,223.94912,135.08305
163.958,223.99679,135.16644
164.05802,224.0585,135.24965
164.158,224.11274,135.33305
164.25802,224.11559,135.41634
164.358,224.19306,135.49965
164.458,224.23569,135.58304
164.55802,224.20436,135.66646
164.658,224.27829,135.74976
164.75802,224.27483,135.83304
164.858,224.28924,135.91626
164.958,224.32288,135.99965
165.05802,224.34032,136.08295
165.158,224.33987,136.16626
165.25802,224.31321,136.24965
165.358,224.36468,136.33286
165.458,224.40262,136.41635
165.55802,224.48037,136.49976
165.658,224.52936,136.58305
165.75802,224.66892,136.66624
165.858,224.70839,136.74965
165.958,224.83513,136.83315
166.05802,224.88311,136.91626
166.158,224.96868,136.99965
166.25802,225.05164,137.08295
166.358,225.17594,137.16624
166.458,225.2635,137.24966
166.55802,225.34339,137.33305
166.658,225.43333,137.41624
166.75802,225.49031,137.49965
166.858,225.58069,137.58305
166.958,225.61954,137.66624
167.05802,225.69712,137.74965
167.158,225.77811,137.83304
167.25802,225.80707,137.91634
167.358,225.88503,137.99976
167.458,225.96084,138.08295
167.55802,225.99494,138.16634
167.658,226.03903,138.24965
167.75802,226.07384,138.33304
167.858,226.09409,138.41644
167.958,226.12769,138.49956
168.05802,226.15444,138.58284
168.158,226.19884,138.66646
168.25802,226.24888,138.74965
168.358,226.30384,138.83286
168.458,226.36134,138.91624
168.55802,226.39982,138.99963
168.658,226.456,139.08305
168.75802,226.51508,139.16624
168.858,226.55787,139.24974
168.958,226.58654,139.33305
169.05802,226.6082,139.41624
169.158,226.66359,139.49966
169.25802,226.70126,139.58295
169.358,226.70822,139.66624
169.458,226.76783,139.74976
169.55802,226.76641,139.83296
169.658,226.79629,139.91624
169.75802,226.86772,139.99965
169.858,226.81504,140.08305
169.958,226.82384,140.16624
170.05802,226.86513,140.24965
170.158,226.90063,140.33295
170.25802,226.91142,140.41626
170.358,226.92479,140.49963
170.458,226.99296,140.58296
170.55802,227.00738,140.66635
170.658,227.02999,140.74974
170.75802,227.01047,140.83305
170.858,227.00543,140.91626
170.958,227.03016,140.99944
171.05802,227.01761,141.08305
171.158,227.00492,141.16624
171.25802,227.03025,141.24956
171.358,227.04285,141.33305
171.458,227.06507,141.41656
171.55802,227.07658,141.49963
171.658,227.04901,141.58286
171.75802,227.06376,141.66624
171.858,227.04953,141.74974
171.958,226.99649,141.83304
172.05802,227.00537,141.91637
172.158,226.98848,141.99965
172.25802,226.96814,142.08295
172.358,227.04981,142.16624
172.458,227.0521,142.24966
172.55802,227.00761,142.33284
172.658,227.03908,142.41646
172.75802,227.11644,142.49965
172.858,227.0616,142.58305
172.958,227.05959,142.66626
173.05802,227.1544,142.74965
173.158,227.10996,142.83304
173.25802,227.11216,142.91634
173.358,227.1371,142.99965
173.458,227.17847,143.08305
173.55802,227.15686,143.16626
173.658,227.21546,143.24985
173.75802,227.17437,143.33305
173.858,227.15589,143.41624
173.958,227.17902,143.49965
174.05802,227.19765,143.58305
174.158,227.20814,143.66635
174.25802,227.2146,143.74963
174.358,227.25642,143.83305
174.458,227.25588,143.91644
174.55802,227.19227,143.99965
174.658,227.24817,144.08305
174.75802,227.20451,144.16624
174.858,227.16973,144.24954
174.958,227.16397,144.33315
175.05802,227.10973,144.41624
175.158,227.10372,144.49965
175.25802,227.10936,144.58305
175.358,227.06613,144.66624
175.458,227.0182,144.74965
175.55802,227.00217,144.83304
175.658,227.04361,144.91626
175.75802,226.98022,144.99965
175.858,226.98272,145.08304
175.958,226.92731,145.16626
176.05802,226.94018,145.24965
176.158,226.99114,145.33296
176.25802,227.05521,145.41635
176.358,227.07818,145.49965
176.458,227.07997,145.58284
176.55802,227.12069,145.66626
176.658,227.20173,145.74976
176.75802,227.14706,145.83295
176.858,227.19894,145.91624
176.958,227.28594,145.99965
177.05802,227.36618,146.08305
177.158,227.40198,146.16626
177.25802,227.47971,146.24956
177.358,227.54604,146.33305
177.458,227.6065,146.41624
177.55802,227.64109,146.49965
177.658,227.67527,146.58295
177.75802,227.70651,146.66624
177.858,227.73653,146.74965
177.958,227.75922,146.83305
178.05802,227.77531,146.91635
178.158,227.77591,146.99965
178.25802,227.77237,147.08304
178.358,227.7489,147.16624
178.458,227.70818,147.24974
178.55802,227.58493,147.33295
178.658,227.60056,147.41634
178.75802,227.5113,147.49974
178.858,227.50586,147.58296
178.958,227.4837,147.66635
179.05802,227.42763,147.74965
179.158,227.4178,147.83296
179.25802,227.38731,147.91646
179.358,227.32988,147.99965
179.458,227.26921,148.08305
179.55802,227.26236,148.16634
179.658,227.21769,148.24963
179.75802,227.22242,148.33286
179.858,227.25154,148.41634
179.958,227.25107,148.49976
180.05802,227.20337,148.58286
180.158,227.21898,148.66624
180.25802,227.29885,148.74965
180.358,227.2974,148.83307
180.458,227.30518,148.91624
180.55802,227.34607,148.99965
180.658,227.40252,149.08305
180.75802,227.41796,149.16624
180.858,227.49916,149.24974
180.958,227.50854,149.33305
181.05802,227.51022,149.41624
181.158,227.53188,149.49954
181.25802,227.53814,149.58304
181.358,227.49804,149.66624
181.458,227.52825,149.74965
181.55802,227.51147,149.83304
181.658,227.53634,149.91635
181.75802,227.5794,149.99965
181.858,227.55401,150.08305
181.958,227.59805,150.16635
182.05802,227.60762,150.24965
182.158,227.62043,150.33304
182.25802,227.68827,150.41646
182.358,227.66253,150.49965
182.458,227.65031,150.58295
182.55802,227.64444,150.66634
182.658,227.64117,150.74956
182.75802,227.61371,150.83305
182.858,227.60501,150.91634
182.958,227.60758,150.99965
183.05802,227.58644,151.08286
183.158,227.66555,151.16624
183.25802,227.65735,151.24974
183.358,227.63686,151.33305
183.458,227.66331,151.41646
183.55802,227.72167,151.49976
183.658,227.78789,151.58305
183.75802,227.82853,151.66623
183.858,227.93088,151.74965
183.958,228.01267,151.83305
184.05802,228.06371,151.91624
184.158,228.12709,151.99965
184.25802,228.20067,152.08304
184.358,228.27469,152.16624
184.458,228.3754,152.24974
184.55802,228.49843,152.33305
184.658,228.57659,152.41635
184.75802,228.6857,152.49965
184.858,228.75315,152.58305
184.958,228.90853,152.66634
185.05802,228.91948,152.74965
185.158,229.01671,152.83304
185.25802,229.12065,152.91646
185.358,229.12791,152.99963
185.458,229.17338,153.08315
185.55802,229.19614,153.16626
185.658,229.24082,153.24956
185.75802,229.19398,153.33305
185.858,229.20715,153.41635
185.958,229.12094,153.49965
186.05802,229.00438,153.58295
186.158,228.96603,153.66624
186.25802,228.87917,153.74976
186.358,228.78896,153.83305
186.458,228.68834,153.91624
186.55802,228.62175,153.99965
186.658,228.56873,154.08305
186.75802,228.54825,154.16626
186.858,228.4218,154.24954
186.958,228.35037,154.33296
187.05802,228.32476,154.41644
187.158,228.22941,154.49966
187.25802,228.10118,154.58296
187.358,227.922,154.66624
187.458,227.80582,154.74966
187.55802,227.67089,154.83305
187.658,227.52156,154.91624
187.75802,227.38587,154.99965
187.858,227.26756,155.08284
187.958,227.06959,155.16624
188.05802,226.93606,155.24965
188.158,226.77818,155.33304
188.25802,226.5851,155.41626
188.358,226.37099,155.49963
188.458,226.17543,155.58304
188.55802,225.95737,155.66626
188.658,225.78426,155.74956
188.75802,225.60097,155.83305
188.858,225.39612,155.91635
188.958,225.1444,155.99965
189.05802,224.89754,156.08295
189.158,224.69493,156.16635
189.25802,224.36077,156.24976
189.358,224.09232,156.33287
189.458,223.79331,156.41624
189.55802,223.4838,156.49965
189.658,223.11959,156.58286
189.75802,222.69849,156.66626
189.858,222.32763,156.74966
189.958,221.91063,156.83304
190.05802,221.48449,156.91644
190.158,220.99335,156.99974
190.25802,220.54054,157.08304
190.358,220.11379,157.16624
190.458,219.71591,157.24965
190.55802,219.24917,157.33305
190.658,218.78615,157.41615
190.75802,218.35528,157.49965
190.858,217.83467,157.58304
190.958,217.31796,157.66655
191.05802,216.7391,157.74965
191.158,216.19182,157.83296
191.25802,215.58428,157.91634
191.358,214.99995,157.99985
191.458,214.45407,158.08284
191.55802,213.74827,158.16626
191.658,213.18628,158.24976
191.75802,212.59421,158.33305
191.858,211.93258,158.41624
191.958,211.26764,158.49945
192.05802,210.64578,158.58305
192.158,209.9888,158.66635
192.25802,209.31078,158.74963
192.358,208.57127,158.83305
192.458,207.85226,158.91624
192.55802,207.10429,158.99956
192.658,206.4093,159.08325
192.75802,205.56336,159.16624
192.858,204.76822,159.24954
192.958,203.97535,159.33305
193.05802,203.15722,159.41643
193.158,202.29427,159.49954
193.25802,201.43095,159.58295
193.358,200.52178,159.66623
193.458,199.57941,159.74974
193.55802,198.54948,159.83295
193.658,197.35685,159.91624
193.75802,196.11049,159.99965
193.858,194.78355,160.08315
193.958,193.3156,160.16646
194.05802,191.53757,160.24965
194.158,189.61679,160.33296
194.25802,187.33652,160.41644
194.358,184.478,160.49965
194.458,181.49814,160.58284
194.55802,178.54532,160.66626
194.658,175.82368,160.74965
194.75802,173.23202,160.83305
